trait,id,common_id,study_id,study_name,country,gradient_id,species,family,ele_level,treatment,control,sd_treatment,sd_control,n_individuals,pt,LONG,LAT,ARIDITY_INDEX,SOLAR_RADIATION,MEAN_GROWING_SEASON_TEMPERATURE,elevation_treatment,elevation_control,elevation,elevation_log,yi,vi
LMA,339,39,2,Ellison and Farnsworth (2005),USA,River-Siskiyou National Forest,Darlingtonia californica,Sarraceniaceae,5,0.114114426,0.140993672,0.052347195,0.057848151,11,h,-124,42.3,1.7157,135.35693359375,18.3833328882853,1241,411,830,6.72142570079064,-0.211513328108825,0.034433283722869
LMA,340,40,5,Bilgin et al. (2016),Turkey,Solakli Valley,Vaccinium arctostaphylos,Ericaceae,2,0.0582,0.0635,0.015491933,0.007745967,3,h,40.28,40.6,0.6996,158.166870117188,11.3833333651225,300,60,240,5.48063892334199,-0.087154551161254,0.028578058053539
LMA,341,40,5,Bilgin et al. (2016),Turkey,Solakli Valley,Vaccinium arctostaphylos,Ericaceae,3,0.0422,0.0635,0.003872983,0.007745967,3,h,40.28,40.6,0.6996,158.166870117188,11.3833333651225,800,60,740,6.60665018619822,-0.40861968485668,0.007767673611085
LMA,342,40,5,Bilgin et al. (2016),Turkey,Solakli Valley,Vaccinium arctostaphylos,Ericaceae,4,0.0536,0.0635,0.03485685,0.007745967,3,h,40.28,40.6,0.6996,158.166870117188,11.3833333651225,1100,60,1040,6.94697599213542,-0.16949083782189,0.145929601713571
LMA,343,40,5,Bilgin et al. (2016),Turkey,Solakli Valley,Vaccinium arctostaphylos,Ericaceae,5,0.0631,0.0635,0.015491933,0.007745967,3,h,40.28,40.6,0.6996,158.166870117188,11.3833333651225,1300,60,1240,7.12286665859908,-0.006319136351478,0.025052384008369
LMA,344,40,5,Bilgin et al. (2016),Turkey,Solakli Valley,Vaccinium arctostaphylos,Ericaceae,6,0.0386,0.0635,0.003872983,0.007745967,3,h,40.28,40.6,0.6996,158.166870117188,11.3833333651225,1600,60,1540,7.33953769540767,-0.497787629427861,0.00831580450042
LMA,345,40,5,Bilgin et al. (2016),Turkey,Solakli Valley,Vaccinium arctostaphylos,Ericaceae,7,0.0618,0.0635,0.019364917,0.007745967,3,h,40.28,40.6,0.6996,158.166870117188,11.3833333651225,1800,60,1740,7.46164039220858,-0.027136541435001,0.037689035845793
LMA,346,41,5,Bilgin et al. (2016),Turkey,Solakli Valley,Vaccinium myrtillus,Ericaceae,2,0.0669,0.061,0.003872983,0.007745967,3,h,40.28,40.6,0.6996,158.166870117188,11.3833333651225,2300,2100,200,5.29831736654804,0.092325102960872,0.006492065599429
LMA,347,42,7,Bowman et al. (1999),USA,Boulder County,Frasera speciosa,Gentianaceae,2,0.111016354,0.12416976,0.008518828,0.014589352,10,h,-105.245459,39.923244,0.387,145.96794128418,19.25,2215,1817,398,5.98645200528444,-0.111972137799687,0.001969336806304
LMA,348,42,7,Bowman et al. (1999),USA,Boulder County,Frasera speciosa,Gentianaceae,3,0.103200562,0.12416976,0.009735048,0.014589352,10,h,-105.245459,39.923244,0.387,145.96794128418,19.25,2857,1817,1040,6.94697599213542,-0.184975362823797,0.002270352730396
LMA,349,42,7,Bowman et al. (1999),USA,Boulder County,Frasera speciosa,Gentianaceae,4,0.089699341,0.12416976,0.00729732,0.014589352,10,h,-105.245459,39.923244,0.387,145.96794128418,19.25,3063,1817,1246,7.1276936993474,-0.325186239266362,0.002042345218432
LMA,350,42,7,Bowman et al. (1999),USA,Boulder County,Frasera speciosa,Gentianaceae,5,0.090431758,0.12416976,0.00972976,0.014589352,10,h,-105.245459,39.923244,0.387,145.96794128418,19.25,3254,1817,1437,7.27031288607902,-0.317054150578262,0.002538122535151
LMA,351,42,7,Bowman et al. (1999),USA,Boulder County,Frasera speciosa,Gentianaceae,6,0.101944751,0.12416976,0.007302608,0.014589352,10,h,-105.245459,39.923244,0.387,145.96794128418,19.25,3387,1817,1570,7.35883089834235,-0.197218651920412,0.001893641052154
LMA,352,42,7,Bowman et al. (1999),USA,Boulder County,Frasera speciosa,Gentianaceae,7,0.094998495,0.12416976,0.01337842,0.014589352,10,h,-105.245459,39.923244,0.387,145.96794128418,19.25,3508,1817,1691,7.43307534889858,-0.267788612223075,0.003363756673082
LMA,353,43,23,Gratani et al. (2012),Italy,Campo Imperatore,Crepis pygmaea,Asteraceae,2,0.58,0.73,0.04472136,0.089442719,20,h,13.46,42.46,1.7585,142.210021972656,10.9333334763845,2310,2250,60,4.0943445622221,-0.230016430601972,0.001047875035347
LMA,354,44,23,Gratani et al. (2012),Italy,Campo Imperatore,Isatis apennina,Brassicaceae,2,0.78,0.86,0.04472136,0.089442719,20,h,13.46,42.46,1.7585,142.210021972656,10.9333334763845,2350,2310,40,3.68887945411394,-0.097638469563916,0.000705198433719
LMA,355,45,29,Kogami et al. (2001),Japan,Mt. Fuji,Reynoutria japonica,Polygonaceae,2,0.073628795,0.046806586,0.004175499,0.010824922,12,h,138.64,35.16,1.8925,131.504440307617,25,1400,10,1390,7.23705902612474,0.453012266116581,0.004725123783555
LMA,356,45,29,Kogami et al. (2001),Japan,Mt. Fuji,Reynoutria japonica,Polygonaceae,3,0.080923149,0.046806586,0.007422611,0.010824922,12,h,138.64,35.16,1.8925,131.504440307617,25,1900,10,1890,7.54433210805369,0.547476007001849,0.005158231206215
LMA,357,45,29,Kogami et al. (2001),Japan,Mt. Fuji,Reynoutria japonica,Polygonaceae,4,0.089768371,0.046806586,0.007113616,0.010824922,12,h,138.64,35.16,1.8925,131.504440307617,25,2500,10,2490,7.82003798945875,0.6512087777116,0.004980423097367
LMA,358,46,49,Ozbucak et al. (2017),Turkey,Ordu,Cyclamen coum,Primulaceae,2,0.67755102,0.579591837,0.114285714,0.081632653,15,h,37.85,40.99,1.0697,151.692169189453,20,500,0,500,6.21460809842219,0.156160729695126,0.003219232514672
LMA,359,46,49,Ozbucak et al. (2017),Turkey,Ordu,Cyclamen coum,Primulaceae,3,0.840816327,0.579591837,0.13877551,0.081632653,15,h,37.85,40.99,1.0697,151.692169189453,20,1850,0,1850,7.52294091807237,0.372049111288826,0.003138557031856
LMA,360,47,62,Takahashi and Matsuki (2016),Japan,Mount Norikura2,Solidago virgaurea,Asteraceae,2,0.038313253,0.042771084,0.007590361,0.00626506,5,h,137.55,36.1,4.8125,121.515083312988,9.68333339691162,1700,1600,100,4.60517018598809,-0.11006639912238,0.012140979482524
LMA,361,47,62,Takahashi and Matsuki (2016),Japan,Mount Norikura2,Solidago virgaurea,Asteraceae,3,0.045783133,0.042771084,0.008433735,0.00626506,5,h,137.55,36.1,4.8125,121.515083312988,9.68333339691162,1900,1600,300,5.7037824746562,0.068053481395497,0.011077915357453
LMA,362,47,62,Takahashi and Matsuki (2016),Japan,Mount Norikura2,Solidago virgaurea,Asteraceae,4,0.03939759,0.042771084,0.005060241,0.00626506,5,h,137.55,36.1,4.8125,121.515083312988,9.68333339691162,2000,1600,400,5.99146454710798,-0.08215761986515,0.007590597479976
LMA,363,47,62,Takahashi and Matsuki (2016),Japan,Mount Norikura2,Solidago virgaurea,Asteraceae,5,0.033855422,0.042771084,0.00373494,0.00626506,5,h,137.55,36.1,4.8125,121.515083312988,9.68333339691162,2100,1600,500,6.21460809842219,-0.233763103001677,0.006725325110881
LMA,364,47,62,Takahashi and Matsuki (2016),Japan,Mount Norikura2,Solidago virgaurea,Asteraceae,6,0.033373494,0.042771084,0.004819277,0.00626506,5,h,137.55,36.1,4.8125,121.515083312988,9.68333339691162,2200,1600,600,6.39692965521615,-0.248100274678732,0.008461733832582
LMA,365,47,62,Takahashi and Matsuki (2016),Japan,Mount Norikura2,Solidago virgaurea,Asteraceae,7,0.031445783,0.042771084,0.004216867,0.00626506,5,h,137.55,36.1,4.8125,121.515083312988,9.68333339691162,2300,1600,700,6.5510803350434,-0.307597378479958,0.007887752475804
LMA,366,47,62,Takahashi and Matsuki (2016),Japan,Mount Norikura2,Solidago virgaurea,Asteraceae,8,0.037590361,0.042771084,0.007710843,0.00626506,5,h,137.55,36.1,4.8125,121.515083312988,9.68333339691162,2400,1600,800,6.68461172766793,-0.129114605637584,0.012706727290868
LMA,367,48,24,Gratani et al. (2014),Italy,Mount Terminillo,Sesleria nitida,Poaceae,2,0.81,0.68,0.39661064,0.324499615,13,h,13.007,42.47,1.6047,142.655853271484,12.4833334287008,1895,1100,795,6.67834211465433,0.174941449496332,0.035959611655929
LA,368,1,38,Li et al. (2017),China,Wuyishan National Nature Reserve,Pinus hwangshanensis,Pinaceae,2,0.017890626,0.018454936,0.002689967,0.001319714,45,w,117.93,28.01,1.7669,138.589416503906,25.0666666030884,1600,1200,400,5.99146454710798,-0.031054980057206,0.000616015256107
LA,369,1,38,Li et al. (2017),China,Wuyishan National Nature Reserve,Pinus hwangshanensis,Pinaceae,3,0.016242657,0.018454936,0.002408604,0.001319714,45,w,117.93,28.01,1.7669,138.589416503906,25.0666666030884,2000,1200,800,6.68461172766793,-0.127690938855544,0.000602294622898
LA,370,2,72,Zhang et al. (2016),China,Tianshan Mountains,Picea schrenkiana,Pinaceae,2,0.001166567,0.001280268,7.60552E-05,4.9528E-05,5,w,87.27,43.55,0.2833,149.062744140625,17.950000445048,1505,1420,85,4.44265125649032,-0.093004183409038,0.001149412835261
LA,371,2,72,Zhang et al. (2016),China,Tianshan Mountains,Picea schrenkiana,Pinaceae,3,0.000979626,0.001280268,8.61269E-05,4.9528E-05,5,w,87.27,43.55,0.2833,149.062744140625,17.950000445048,1622,1420,202,5.30826769740121,-0.267653843826494,0.00184523592458
LA,372,2,72,Zhang et al. (2016),China,Tianshan Mountains,Picea schrenkiana,Pinaceae,4,0.001127285,0.001280268,4.78569E-05,4.9528E-05,5,w,87.27,43.55,0.2833,149.062744140625,17.950000445048,1757,1420,337,5.82008293035236,-0.127257344165509,0.000659771413612
LA,373,2,72,Zhang et al. (2016),China,Tianshan Mountains,Picea schrenkiana,Pinaceae,5,0.001613011,0.001280268,7.62286E-05,4.9528E-05,5,w,87.27,43.55,0.2833,149.062744140625,17.950000445048,1850,1420,430,6.06378520868761,0.231033187695003,0.0007459904729
LA,374,2,72,Zhang et al. (2016),China,Tianshan Mountains,Picea schrenkiana,Pinaceae,6,0.001711723,0.001280268,7.14927E-05,4.9528E-05,5,w,87.27,43.55,0.2833,149.062744140625,17.950000445048,1962,1420,542,6.29526600143965,0.290431034547609,0.000648204218696
LA,375,2,72,Zhang et al. (2016),China,Tianshan Mountains,Picea schrenkiana,Pinaceae,7,0.001694321,0.001280268,7.47352E-05,4.9528E-05,5,w,87.27,43.55,0.2833,149.062744140625,17.950000445048,2045,1420,625,6.4377516497364,0.280212639588676,0.000688440795764
LA,376,2,72,Zhang et al. (2016),China,Tianshan Mountains,Picea schrenkiana,Pinaceae,8,0.002215586,0.001280268,6.20623E-05,4.9528E-05,5,w,87.27,43.55,0.2833,149.062744140625,17.950000445048,2110,1420,690,6.5366915975913,0.548447497311095,0.000456246820016
LA,377,2,72,Zhang et al. (2016),China,Tianshan Mountains,Picea schrenkiana,Pinaceae,9,0.001937282,0.001280268,3.02236E-05,4.9528E-05,5,w,87.27,43.55,0.2833,149.062744140625,17.950000445048,2240,1420,820,6.7093043402583,0.414216528770279,0.000347994350961
LA,378,2,72,Zhang et al. (2016),China,Tianshan Mountains,Picea schrenkiana,Pinaceae,10,0.001591562,0.001280268,3.52965E-05,4.9528E-05,5,w,87.27,43.55,0.2833,149.062744140625,17.950000445048,2300,1420,880,6.77992190747225,0.217646492924412,0.000397682165995
LA,379,3,73,Zhao et al. (2008),China,Qilian Mountains - Juve,Picea crassifolia,Pinaceae,2,0.001917854,0.001620648,0.000119113,0.000170158,5,w,99.86,38.6,0.338,156.688217163086,10.1000001033147,2596,2501,95,4.55387689160054,0.168380783338947,0.002976206607192
LA,380,3,73,Zhao et al. (2008),China,Qilian Mountains - Juve,Picea crassifolia,Pinaceae,3,0.001992961,0.001620648,1.70222E-05,0.000170158,5,w,99.86,38.6,0.338,156.688217163086,10.1000001033147,2805,2501,304,5.71702770140622,0.206795403283859,0.002219330100386
LA,381,3,73,Zhao et al. (2008),China,Qilian Mountains - Juve,Picea crassifolia,Pinaceae,4,0.002171075,0.001620648,5.95776E-05,0.000170158,5,w,99.86,38.6,0.338,156.688217163086,10.1000001033147,2888,2501,387,5.95842469302978,0.292396367325857,0.002355347229378
LA,382,3,73,Zhao et al. (2008),China,Qilian Mountains - Juve,Picea crassifolia,Pinaceae,5,0.002102282,0.001620648,2.55119E-05,0.000170158,5,w,99.86,38.6,0.338,156.688217163086,10.1000001033147,2990,2501,489,6.19236248947487,0.260197352135582,0.002234193095032
LA,383,3,73,Zhao et al. (2008),China,Qilian Mountains - Juve,Picea crassifolia,Pinaceae,6,0.002237969,0.001620648,9.36007E-05,0.000170158,5,w,99.86,38.6,0.338,156.688217163086,10.1000001033147,3060,2501,559,6.3261494731551,0.322742688874917,0.002554588347583
LA,384,3,73,Zhao et al. (2008),China,Qilian Mountains - Juve,Picea crassifolia,Pinaceae,7,0.002194689,0.001620648,0.000110644,0.000170158,5,w,99.86,38.6,0.338,156.688217163086,10.1000001033147,3160,2501,659,6.49072353450251,0.303214281573953,0.00271306281219
LA,385,3,73,Zhao et al. (2008),China,Qilian Mountains - Juve,Picea crassifolia,Pinaceae,8,0.001913119,0.001620648,0.000144689,0.000170158,5,w,99.86,38.6,0.338,156.688217163086,10.1000001033147,3260,2501,759,6.63200177739563,0.165908825217012,0.003348716191478
LA,386,3,73,Zhao et al. (2008),China,Qilian Mountains - Juve,Picea crassifolia,Pinaceae,9,0.001912415,0.001620648,0.000119134,0.000170158,5,w,99.86,38.6,0.338,156.688217163086,10.1000001033147,3360,2501,859,6.75576892198425,0.165540772020806,0.002980874622116
LA,387,3,73,Zhao et al. (2008),China,Qilian Mountains - Juve,Picea crassifolia,Pinaceae,10,0.001920265,0.001620648,5.10666E-05,0.000170158,5,w,99.86,38.6,0.338,156.688217163086,10.1000001033147,3450,2501,949,6.85540879860993,0.169637128083405,0.002346182845174
LA,388,4,73,Zhao et al. (2008),China,Qilian Mountains - Matu,Picea crassifolia,Pinaceae,2,0.002139142,0.002020648,9.3622E-05,0.000187287,5,w,99.86,38.6,0.338,156.688217163086,10.1000001033147,2596,2501,95,4.55387689160054,0.056986562009019,0.002101256392119
LA,389,4,73,Zhao et al. (2008),China,Qilian Mountains - Matu,Picea crassifolia,Pinaceae,3,0.002061028,0.002020648,0.000110666,0.000187287,5,w,99.86,38.6,0.338,156.688217163086,10.1000001033147,2805,2501,304,5.71702770140622,0.019786635404534,0.002294782536048
LA,390,4,73,Zhao et al. (2008),China,Qilian Mountains - Matu,Picea crassifolia,Pinaceae,4,0.002068942,0.002020648,0.000127666,0.000187287,5,w,99.86,38.6,0.338,156.688217163086,10.1000001033147,2888,2501,387,5.95842469302978,0.023619113454815,0.002479685769909
LA,391,4,73,Zhao et al. (2008),China,Qilian Mountains - Matu,Picea crassifolia,Pinaceae,5,0.002604394,0.002020648,0.000119219,0.000187287,5,w,99.86,38.6,0.338,156.688217163086,10.1000001033147,2990,2501,489,6.19236248947487,0.253781766534793,0.002137251558826
LA,392,4,73,Zhao et al. (2008),China,Qilian Mountains - Matu,Picea crassifolia,Pinaceae,6,0.002893238,0.002020648,8.51109E-05,0.000187287,5,w,99.86,38.6,0.338,156.688217163086,10.1000001033147,3060,2501,559,6.3261494731551,0.358958038103009,0.001891235377386
LA,393,4,73,Zhao et al. (2008),China,Qilian Mountains - Matu,Picea crassifolia,Pinaceae,7,0.002892641,0.002020648,4.25128E-05,0.000187287,5,w,99.86,38.6,0.338,156.688217163086,10.1000001033147,3160,2501,659,6.49072353450251,0.358751673606926,0.001761360954976
LA,394,4,73,Zhao et al. (2008),China,Qilian Mountains - Matu,Picea crassifolia,Pinaceae,8,0.00263654,0.002020648,0.000102176,0.000187287,5,w,99.86,38.6,0.338,156.688217163086,10.1000001033147,3260,2501,759,6.63200177739563,0.26604919945281,0.002018533026884
LA,395,4,73,Zhao et al. (2008),China,Qilian Mountains - Matu,Picea crassifolia,Pinaceae,9,0.002218771,0.002020648,9.36007E-05,0.000187287,5,w,99.86,38.6,0.338,156.688217163086,10.1000001033147,3360,2501,859,6.75576892198425,0.093535186935987,0.002074090173218
LA,396,4,73,Zhao et al. (2008),China,Qilian Mountains - Matu,Picea crassifolia,Pinaceae,10,0.002337287,0.002020648,5.96203E-05,0.000187287,5,w,99.86,38.6,0.338,156.688217163086,10.1000001033147,3450,2501,949,6.85540879860993,0.145572602984557,0.001848296325697
LA,397,5,39,Li et al. (2014)B,China,Mount Jinfo,Chimonobambusa utilis,Poaceae,2,0.002406,0.003725,0.000332554,0.000398372,12,w,107.15,29.01,1.5128,122.133949279785,18.233333269755,2000,1500,500,6.21460809842219,-0.437101234279036,0.002545143969573
LA,398,6,63,Taneda et al. (2016),Nepal,Jaljale Himal,Rhododendron arboreum,Ericaceae,2,0.004041943,0.003337706,0.00047018,0.000395927,4,w,87.45,27.48,1.2657,160.425765991211,9.06666656335195,3460,2750,710,6.56526497003536,0.191441772284225,0.00690071435949
LA,399,7,63,Taneda et al. (2016),Nepal,Jaljale Himal,Rhododendron anthopogon,Ericaceae,2,0.00037371,0.000352998,0.00011134,0.00011134,4,w,87.45,27.48,1.2657,160.425765991211,9.06666656335195,4470,3550,920,6.82437367004309,0.057017704371244,0.047062071776512
LA,400,8,63,Taneda et al. (2016),Nepal,Jaljale Himal,Rhododendron barbatum,Ericaceae,2,0.00468616,0.005292499,0.00082884,0.000903067,4,w,87.45,27.48,1.2657,160.425765991211,9.06666656335195,3405,2915,490,6.19440539110467,-0.121677051318044,0.015099504606987
LA,401,9,63,Taneda et al. (2016),Nepal,Jaljale Himal,Rhododendron campanulatum,Ericaceae,2,0.00328409,0.003753759,0.000680463,0.00060616,4,w,87.45,27.48,1.2657,160.425765991211,9.06666656335195,4115,3445,670,6.50727771238501,-0.133668141097348,0.01725195792345
LA,402,10,63,Taneda et al. (2016),Nepal,Jaljale Himal,Rhododendron thomsonii,Ericaceae,2,0.003581584,0.002950426,0.000235052,0.000705078,4,w,87.45,27.48,1.2657,160.425765991211,9.06666656335195,3755,2955,800,6.68461172766793,0.193855593951712,0.01535401730737
LA,403,11,65,Wang et al. (2017),China,Miyaluo natural forest - MATURE,Rhododendron agglutinatum,Ericaceae,2,0.003142857,0.003480159,0.000119048,9.92063E-05,6,w,102.67,31.84,1.1231,134.521347045898,9.01666669050852,3750,3700,50,3.91202300542815,-0.101945723549359,0.000374569743368
LA,404,11,65,Wang et al. (2017),China,Miyaluo natural forest - MATURE,Rhododendron agglutinatum,Ericaceae,3,0.003261905,0.003480159,0.000138889,9.92063E-05,6,w,102.67,31.84,1.1231,134.521347045898,9.01666669050852,3800,3700,100,4.60517018598809,-0.06476660186036,0.000437597812677
LA,405,11,65,Wang et al. (2017),China,Miyaluo natural forest - MATURE,Rhododendron agglutinatum,Ericaceae,4,0.00256746,0.003480159,0.000238095,9.92063E-05,6,w,102.67,31.84,1.1231,134.521347045898,9.01666669050852,3850,3700,150,5.01063529409626,-0.30416089905595,0.001568750359873
LA,406,11,65,Wang et al. (2017),China,Miyaluo natural forest - MATURE,Rhododendron agglutinatum,Ericaceae,5,0.002369048,0.003480159,0.000198413,9.92063E-05,6,w,102.67,31.84,1.1231,134.521347045898,9.01666669050852,3900,3700,200,5.29831736654804,-0.384589795712629,0.001304506476677
LA,407,11,65,Wang et al. (2017),China,Miyaluo natural forest - MATURE,Rhododendron agglutinatum,Ericaceae,6,0.002646825,0.003480159,0.000277778,9.92063E-05,6,w,102.67,31.84,1.1231,134.521347045898,9.01666669050852,3950,3700,250,5.52146091786225,-0.273717173918663,0.001971101794004
LA,408,11,65,Wang et al. (2017),China,Miyaluo natural forest - MATURE,Rhododendron agglutinatum,Ericaceae,7,0.002468254,0.003480159,0.000198413,9.92063E-05,6,w,102.67,31.84,1.1231,134.521347045898,9.01666669050852,4000,3700,300,5.7037824746562,-0.343566964308322,0.001212418545003
LA,409,11,65,Wang et al. (2017),China,Miyaluo natural forest - MATURE,Rhododendron agglutinatum,Ericaceae,8,0.002865079,0.003480159,0.000198413,9.92063E-05,6,w,102.67,31.84,1.1231,134.521347045898,9.01666669050852,4050,3700,350,5.85793315448346,-0.194482058440243,0.00093474543736
LA,410,11,65,Wang et al. (2017),China,Miyaluo natural forest - MATURE,Rhododendron agglutinatum,Ericaceae,9,0.002587302,0.003480159,0.000138889,9.92063E-05,6,w,102.67,31.84,1.1231,134.521347045898,9.01666669050852,4100,3700,400,5.99146454710798,-0.296462348473395,0.000615709675367
LA,411,11,65,Wang et al. (2017),China,Miyaluo natural forest - MATURE,Rhododendron agglutinatum,Ericaceae,10,0.003519841,0.003480159,0.000436508,9.92063E-05,6,w,102.67,31.84,1.1231,134.521347045898,9.01666669050852,4150,3700,450,6.10924758276437,0.01133783573743,0.00269866145343
LA,412,12,65,Wang et al. (2017),China,Miyaluo natural forest - JUVENILE,Rhododendron agglutinatum,Ericaceae,2,0.002765873,0.003222222,0.000456349,0.000337302,6,w,102.67,31.84,1.1231,134.521347045898,9.01666669050852,3750,3700,50,3.91202300542815,-0.152714866174515,0.006363416321605
LA,413,12,65,Wang et al. (2017),China,Miyaluo natural forest - JUVENILE,Rhododendron agglutinatum,Ericaceae,3,0.002547619,0.003222222,9.92063E-05,0.000337302,6,w,102.67,31.84,1.1231,134.521347045898,9.01666669050852,3800,3700,100,4.60517018598809,-0.234911986197786,0.00207904578438
LA,414,12,65,Wang et al. (2017),China,Miyaluo natural forest - JUVENILE,Rhododendron agglutinatum,Ericaceae,4,0.002468254,0.003222222,0.000297619,0.000337302,6,w,102.67,31.84,1.1231,134.521347045898,9.01666669050852,3850,3700,150,5.01063529409626,-0.266560165595243,0.004249521030467
LA,415,12,65,Wang et al. (2017),China,Miyaluo natural forest - JUVENILE,Rhododendron agglutinatum,Ericaceae,5,0.002230159,0.003222222,0.000257937,0.000337302,6,w,102.67,31.84,1.1231,134.521347045898,9.01666669050852,3900,3700,200,5.29831736654804,-0.367998300306033,0.004055799033829
LA,416,12,65,Wang et al. (2017),China,Miyaluo natural forest - JUVENILE,Rhododendron agglutinatum,Ericaceae,6,0.002011905,0.003222222,0.000257937,0.000337302,6,w,102.67,31.84,1.1231,134.521347045898,9.01666669050852,3950,3700,250,5.52146091786225,-0.470989149261787,0.004565750532071
LA,417,12,65,Wang et al. (2017),China,Miyaluo natural forest - JUVENILE,Rhododendron agglutinatum,Ericaceae,7,0.001952381,0.003222222,0.00015873,0.000337302,6,w,102.67,31.84,1.1231,134.521347045898,9.01666669050852,4000,3700,300,5.7037824746562,-0.501021530313607,0.002927949687755
LA,418,12,65,Wang et al. (2017),China,Miyaluo natural forest - JUVENILE,Rhododendron agglutinatum,Ericaceae,8,0.001892857,0.003222222,0.000198413,0.000337302,6,w,102.67,31.84,1.1231,134.521347045898,9.01666669050852,4050,3700,350,5.85793315448346,-0.531983855779518,0.003657589150706
LA,419,12,65,Wang et al. (2017),China,Miyaluo natural forest - JUVENILE,Rhododendron agglutinatum,Ericaceae,9,0.001912698,0.003222222,0.00015873,0.000337302,6,w,102.67,31.84,1.1231,134.521347045898,9.01666669050852,4100,3700,400,5.99146454710798,-0.521556372913216,0.00297413540597
LA,420,12,65,Wang et al. (2017),China,Miyaluo natural forest - JUVENILE,Rhododendron agglutinatum,Ericaceae,10,0.001853175,0.003222222,0.000257937,0.000337302,6,w,102.67,31.84,1.1231,134.521347045898,9.01666669050852,4150,3700,450,6.10924758276437,-0.553170799394522,0.005055129991138
LA,421,13,8,Bresson et al. (2011),France,Ossau,Fagus sylvatica,Fagaceae,2,0.002705336,0.00323074,0.000274918,0.000274918,17,w,-0.4,42.86,1.853,145.0498046875,15.3499999046326,422,148,274,5.61312810638807,-0.177485094159636,0.001033401143052
LA,422,13,8,Bresson et al. (2011),France,Ossau,Fagus sylvatica,Fagaceae,3,0.002748631,0.00323074,0.000618566,0.000274918,17,w,-0.4,42.86,1.853,145.0498046875,15.3499999046326,824,148,676,6.51619307604296,-0.161608243617802,0.003405080604661
LA,423,13,8,Bresson et al. (2011),France,Ossau,Fagus sylvatica,Fagaceae,4,0.001751815,0.00323074,0.000274244,0.000274918,17,w,-0.4,42.86,1.853,145.0498046875,15.3499999046326,1260,148,1112,7.01391547481053,-0.612058819830358,0.001867558476803
LA,424,13,8,Bresson et al. (2011),France,Ossau,Fagus sylvatica,Fagaceae,5,0.001433974,0.00323074,0.000343648,0.000274918,17,w,-0.4,42.86,1.853,145.0498046875,15.3499999046326,1551,148,1403,7.24636808010246,-0.812261602250609,0.003804228965366
LA,425,14,8,Bresson et al. (2011),France,Gave,Fagus sylvatica,Fagaceae,2,0.003015535,0.002477652,0.000274918,0.000411704,17,w,-0.03,42.91,1.2169,145.289215087891,17.016666730245,488,131,357,5.87773578177964,0.196465923030706,0.00211311396282
LA,426,14,8,Bresson et al. (2011),France,Gave,Fagus sylvatica,Fagaceae,3,0.00264574,0.002477652,0.000274918,0.000411704,17,w,-0.03,42.91,1.2169,145.289215087891,17.016666730245,773,131,642,6.46458830368996,0.065639461828387,0.002259334926853
LA,427,14,8,Bresson et al. (2011),France,Gave,Fagus sylvatica,Fagaceae,4,0.002169235,0.002477652,0.000205515,0.000411704,17,w,-0.03,42.91,1.2169,145.289215087891,17.016666730245,1190,131,1059,6.96508034560141,-0.132936766674325,0.002152193288848
LA,428,14,8,Bresson et al. (2011),France,Gave,Fagus sylvatica,Fagaceae,5,0.001250605,0.002477652,0.000205515,0.000411704,17,w,-0.03,42.91,1.2169,145.289215087891,17.016666730245,1604,131,1473,7.29505641646263,-0.683683903285575,0.003212742960534
LA,429,15,8,Bresson et al. (2011),France,Ossau,Quercus petraea,Fagaceae,2,0.004588235,0.003264706,0.001011611,0.000544714,17,w,-0.4,42.86,1.853,145.0498046875,15.3499999046326,422,259,163,5.09375020080676,0.340325705798601,0.00449704911961
LA,430,15,8,Bresson et al. (2011),France,Ossau,Quercus petraea,Fagaceae,3,0.0045,0.003264706,0.000700346,0.000544714,17,w,-0.4,42.86,1.853,145.0498046875,15.3499999046326,841,259,582,6.36647044773144,0.320907684044066,0.003062362105361
LA,431,15,8,Bresson et al. (2011),France,Ossau,Quercus petraea,Fagaceae,4,0.003441176,0.003264706,0.000544714,0.000544714,17,w,-0.4,42.86,1.853,145.0498046875,15.3499999046326,1194,259,935,6.84054652928869,0.05264356069724,0.003111492070599
LA,432,15,8,Bresson et al. (2011),France,Ossau,Quercus petraea,Fagaceae,5,0.003558824,0.003264706,0.000544714,0.000544714,17,w,-0.4,42.86,1.853,145.0498046875,15.3499999046326,1614,259,1355,7.2115567333138,0.086260440479768,0.003015652700612
LA,433,16,8,Bresson et al. (2011),France,Gave,Quercus petraea,Fagaceae,2,0.004558824,0.004382353,0.000855978,0.000466897,17,w,-0.03,42.91,1.2169,145.289215087891,17.016666730245,427,131,296,5.69035945432406,0.03947890077677,0.002741513590161
LA,434,16,8,Bresson et al. (2011),France,Gave,Quercus petraea,Fagaceae,3,0.004382353,0.004382353,0.000544714,0.000466897,17,w,-0.03,42.91,1.2169,145.289215087891,17.016666730245,803,131,672,6.51025834052315,0,0.001576506341514
LA,435,16,8,Bresson et al. (2011),France,Gave,Quercus petraea,Fagaceae,4,0.004382353,0.004382353,0.000933795,0.000466897,17,w,-0.03,42.91,1.2169,145.289215087891,17.016666730245,1235,131,1104,7.00669522683704,0,0.003338483849078
LA,436,16,8,Bresson et al. (2011),France,Gave,Quercus petraea,Fagaceae,5,0.002941176,0.004382353,0.000933795,0.000466897,17,w,-0.03,42.91,1.2169,145.289215087891,17.016666730245,1630,131,1499,7.3125534981026,-0.398776293380199,0.006597114616942
